ID;Vorname;Nachname;Angezeigter Name (kurz);Angezeigter Name;Verein;Position;Marktwert;Punkte;Notendurchschnitt
pl-k00075379;Silvan;Widmer;Widmer;Silvan Widmer;1. FSV Mainz 05;DEFENDER;1200000;84;3.77
pl-k00075608;Finn;Dahmen;Dahmen;Finn Dahmen;FC Augsburg;GOALKEEPER;3200000;185;3.24
pl-k00075628;Salih;Özcan;Özcan;Salih Özcan;Borussia Dortmund;MIDFIELDER;1600000;22;0.0
pl-k00075651;Frederik;Rönnow;Rönnow;Frederik Rönnow;1. FC Union Berlin;GOALKEEPER;3000000;173;3.17
pl-k00076053;Michael;Zetterer;Zetterer;Michael Zetterer;Eintracht Frankfurt;GOALKEEPER;2600000;102;3.43
pl-k00076084;Sargis;Adamyan;Adamyan;Sargis Adamyan;1. FC Köln;FORWARD;1000000;0;0.0
pl-k00076421;Phillipp;Mwene;Mwene;Phillipp Mwene;1. FSV Mainz 05;DEFENDER;2600000;107;3.67
pl-k00076446;Yussuf;Poulsen;Poulsen;Yussuf Poulsen;Hamburger SV;FORWARD;2000000;27;3.9
pl-k00076575;Lukas;Klostermann;Klostermann;Lukas Klostermann;RB Leipzig;DEFENDER;2000000;14;3.0
pl-k00076796;Robin;Fellhauer;Fellhauer;Robin Fellhauer;FC Augsburg;MIDFIELDER;1800000;105;3.84
pl-k00076954;Tim;Kleindienst;Kleindienst;Tim Kleindienst;Bor. Mönchengladbach;FORWARD;3500000;6;0.0
pl-k00077009;Ihlas;Bebou;Bebou;Ihlas Bebou;TSG Hoffenheim;FORWARD;1600000;30;4.0
pl-k00077333;Marvin;Friedrich;M. Friedrich;Marvin Friedrich;Bor. Mönchengladbach;DEFENDER;1500000;8;4.25
pl-k00078917;Jannik;Huth;Huth;Jannik Huth;SC Freiburg;GOALKEEPER;500000;0;0.0
pl-k00079036;Mahmoud;Dahoud;Dahoud;Mahmoud Dahoud;Eintracht Frankfurt;MIDFIELDER;1600000;38;4.05
pl-k00079176;Atakan;Karazor;Karazor;Atakan Karazor;VfB Stuttgart;MIDFIELDER;3000000;90;3.57
pl-k00079199;Moritz;Nicolas;Nicolas;Moritz Nicolas;Bor. Mönchengladbach;GOALKEEPER;2600000;246;2.97
pl-k00079360;Pascal;Stenzel;P. Stenzel;Pascal Stenzel;VfB Stuttgart;DEFENDER;1400000;4;4.0
pl-k00079503;Maximilian;Eggestein;M. Eggestein;Maximilian Eggestein;SC Freiburg;MIDFIELDER;2200000;143;3.59
pl-k00079577;Marius;Wolf;M. Wolf;Marius Wolf;FC Augsburg;DEFENDER;1700000;65;3.93
pl-k00079813;Maximilian;Mittelstädt;Mittelstädt;Maximilian Mittelstädt;VfB Stuttgart;DEFENDER;3200000;200;3.05
pl-k00079917;Daniel-Kofi;Kyereh;Kyereh;Daniel-Kofi Kyereh;SC Freiburg;MIDFIELDER;1000000;0;0.0
pl-k00079935;Lucas;Höler;Höler;Lucas Höler;SC Freiburg;FORWARD;2500000;86;3.98
pl-k00080083;Nadiem;Amiri;Amiri;Nadiem Amiri;1. FSV Mainz 05;MIDFIELDER;4000000;190;3.25
pl-k00080088;Grischa;Prömel;Prömel;Grischa Prömel;TSG Hoffenheim;MIDFIELDER;2000000;182;3.04
pl-k00080172;Timo;Hübers;Hübers;Timo Hübers;1. FC Köln;DEFENDER;1800000;38;3.31
pl-k00080174;Waldemar;Anton;Anton;Waldemar Anton;Borussia Dortmund;DEFENDER;3500000;207;2.98
pl-k00080351;Chris;Führich;Führich;Chris Führich;VfB Stuttgart;MIDFIELDER;3400000;203;3.02
pl-k00080364;Amos;Pieper;Pieper;Amos Pieper;Werder Bremen;DEFENDER;1700000;102;3.22
pl-k00080554;Elvis;Rexhbecaj;Rexhbecaj;Elvis Rexhbecaj;FC Augsburg;MIDFIELDER;1600000;64;3.74
pl-k00080766;Florian;Müller;F. Müller;Florian Müller;SC Freiburg;GOALKEEPER;800000;0;0.0
pl-k00081053;Vladimir;Coufal;Coufal;Vladimir Coufal;TSG Hoffenheim;DEFENDER;1800000;238;2.99
pl-k00081465;Alejandro;Grimaldo;Grimaldo;Alejandro Grimaldo;Bayer 04 Leverkusen;DEFENDER;3800000;247;2.98
pl-k00081913;Florian;Neuhaus;Neuhaus;Florian Neuhaus;Bor. Mönchengladbach;MIDFIELDER;1500000;48;3.69
pl-k00082119;Fabian;Bredlow;Bredlow;Fabian Bredlow;VfB Stuttgart;GOALKEEPER;800000;0;0.0
pl-k00082727;Robin;Hack;Hack;Robin Hack;Bor. Mönchengladbach;MIDFIELDER;2800000;20;3.88
pl-k00083017;Lucas;Vazquez;Vazquez;Lucas Vazquez;Bayer 04 Leverkusen;DEFENDER;3200000;45;3.5
pl-k00083988;Marius;Bülter;Bülter;Marius Bülter;1. FC Köln;FORWARD;1800000;91;3.98
pl-k00084309;Jonas;Omlin;Omlin;Jonas Omlin;Bayer 04 Leverkusen;GOALKEEPER;2000000;0;0.0
pl-k00084365;Nico;Elvedi;Elvedi;Nico Elvedi;Bor. Mönchengladbach;DEFENDER;1900000;164;3.33
pl-k00084550;Robin;Koch;R. Koch;Robin Koch;Eintracht Frankfurt;DEFENDER;3600000;106;3.8
pl-k00084940;Philipp;Lienhart;Lienhart;Philipp Lienhart;SC Freiburg;DEFENDER;2600000;86;3.29
pl-k00084943;Konrad;Laimer;Laimer;Konrad Laimer;Bayern München;DEFENDER;3000000;210;2.86
pl-k00085382;Jeff;Chabot;Chabot;Jeff Chabot;VfB Stuttgart;DEFENDER;3400000;183;2.79
pl-k00085778;Patrik;Schick;Schick;Patrik Schick;Bayer 04 Leverkusen;FORWARD;5500000;174;3.38
pl-k00086106;Phillip;Tietz;P. Tietz;Phillip Tietz;1. FSV Mainz 05;FORWARD;2000000;117;3.66
pl-k00086138;Niklas;Beste;Beste;Niklas Beste;SC Freiburg;MIDFIELDER;2300000;123;3.41
pl-k00086142;Linton;Maina;Maina;Linton Maina;1. FC Köln;MIDFIELDER;1800000;58;3.83
pl-k00086166;Raphael;Guerreiro;Guerreiro;Raphael Guerreiro;Bayern München;DEFENDER;2800000;95;3.27
pl-k00087260;Sheraldo;Becker;Becker;Sheraldo Becker;1. FSV Mainz 05;FORWARD;2000000;82;3.25
pl-k00087292;Kevin;Diks;Diks;Kevin Diks;Bor. Mönchengladbach;DEFENDER;1800000;157;3.41
pl-k00087673;Gregor;Kobel;Kobel;Gregor Kobel;Borussia Dortmund;GOALKEEPER;3600000;254;2.85
pl-k00087705;Ermedin;Demirovic;Demirovic;Ermedin Demirovic;VfB Stuttgart;FORWARD;3500000;151;3.34
pl-k00087750;David;Raum;Raum;David Raum;RB Leipzig;DEFENDER;3200000;208;3.02
pl-k00087823;Jae-Sung;Lee;J.-S. Lee;Jae-Sung Lee;1. FSV Mainz 05;MIDFIELDER;3500000;109;3.71
pl-k00087885;Deniz;Undav;Undav;Deniz Undav;VfB Stuttgart;FORWARD;4000000;255;2.89
pl-k00087967;Alex;Kral;Kral;Alex Kral;1. FC Union Berlin;MIDFIELDER;1600000;36;3.9
pl-k00088061;Tim;Skarke;Skarke;Tim Skarke;1. FC Union Berlin;MIDFIELDER;1600000;34;4.1
pl-k00088151;Dayot;Upamecano;Upamecano;Dayot Upamecano;Bayern München;DEFENDER;3600000;145;2.95
pl-k00088182;Yannik;Keitel;Keitel;Yannik Keitel;FC Augsburg;MIDFIELDER;1600000;12;3.7
pl-k00088192;Jonathan;Burkardt;Burkardt;Jonathan Burkardt;Eintracht Frankfurt;FORWARD;5000000;141;3.39
pl-k00088240;Aleix;Garcia;Aleix Garcia;Aleix Garcia;Bayer 04 Leverkusen;MIDFIELDER;2300000;223;3.06
pl-k00089434;Xaver;Schlager;X. Schlager;Xaver Schlager;RB Leipzig;MIDFIELDER;2600000;137;3.2
pl-k00089442;Serhou;Guirassy;Guirassy;Serhou Guirassy;Borussia Dortmund;FORWARD;6500000;186;3.5
pl-k00089649;Ramy;Bensebaini;Bensebaini;Ramy Bensebaini;Borussia Dortmund;DEFENDER;2800000;154;2.84
pl-k00089655;Ellyes;Skhiri;Skhiri;Ellyes Skhiri;Eintracht Frankfurt;MIDFIELDER;2200000;19;4.33
pl-k00089857;Maxim;Leitsch;Leitsch;Maxim Leitsch;1. FSV Mainz 05;DEFENDER;1400000;6;4.0
pl-k00089892;Ridle;Baku;R. Baku;Ridle Baku;RB Leipzig;DEFENDER;2400000;136;3.5
pl-k00090042;Marco;Friedl;Friedl;Marco Friedl;Werder Bremen;DEFENDER;3600000;126;3.45
pl-k00090213;Stefan;Posch;Posch;Stefan Posch;1. FSV Mainz 05;DEFENDER;1500000;74;3.34
pl-k00090371;Philipp;Sander;Sander;Philipp Sander;Bor. Mönchengladbach;MIDFIELDER;1700000;112;3.67
pl-k00090996;Exequiel;Palacios;Palacios;Exequiel Palacios;Bayer 04 Leverkusen;MIDFIELDER;3600000;60;3.54
pl-k00091126;Franck;Honorat;Honorat;Franck Honorat;Bor. Mönchengladbach;MIDFIELDER;3000000;89;3.87
pl-k00091372;Josip;Juranovic;Juranovic;Josip Juranovic;1. FC Union Berlin;DEFENDER;1600000;41;3.2
pl-k00091406;Maximilian;Wöber;Wöber;Maximilian Wöber;Werder Bremen;DEFENDER;1700000;6;3.0
pl-k00092237;Danilho;Doekhi;Doekhi;Danilho Doekhi;1. FC Union Berlin;DEFENDER;2400000;180;3.44
pl-k00092331;Bernardo;Fernandes da Silva Junior;Bernardo;Bernardo;TSG Hoffenheim;DEFENDER;2200000;106;3.54
pl-k00093478;Oliver;Burke;Burke;Oliver Burke;1. FC Union Berlin;FORWARD;1800000;79;4.02
pl-k00093688;Cedric;Zesiger;Zesiger;Cedric Zesiger;FC Augsburg;DEFENDER;2000000;50;4.02
pl-k00093843;Daniel;Klein;Klein;Daniel Klein;FC Augsburg;GOALKEEPER;500000;0;0.0
pl-k00093857;Tom;Krauß;Krauß;Tom Krauß;1. FC Köln;MIDFIELDER;1700000;93;3.54
pl-k00094605;Bakery;Jatta;Jatta;Bakery Jatta;Hamburger SV;MIDFIELDER;1300000;36;3.96
pl-k00094875;Matheo;Raab;Raab;Matheo Raab;1. FC Union Berlin;GOALKEEPER;800000;10;2.5
pl-k00094959;Romano;Schmid;Schmid;Romano Schmid;Werder Bremen;MIDFIELDER;3500000;127;3.82
pl-k00095063;Kristijan;Jakic;Jakic;Kristijan Jakic;FC Augsburg;MIDFIELDER;1800000;66;3.85
pl-k00095202;Stefan;Drljaca;Drljaca;Stefan Drljaca;VfB Stuttgart;GOALKEEPER;500000;0;0.0
pl-k00095487;Robert;Skov;Skov;Robert Skov;1. FC Union Berlin;MIDFIELDER;1600000;-2;4.67
pl-k00095639;Luca;Kilian;Kilian;Luca Kilian;1. FC Köln;DEFENDER;1300000;0;0.0
pl-k00095745;Derrick;Köhn;Köhn;Derrick Köhn;1. FC Union Berlin;DEFENDER;1800000;106;3.5
pl-k00096032;Felix;Agu;Agu;Felix Agu;Werder Bremen;DEFENDER;1800000;10;4.23
pl-k00096140;Nico;Schlotterbeck;N. Schlotterbeck;Nico Schlotterbeck;Borussia Dortmund;DEFENDER;3400000;217;2.88
pl-k00096661;Jean-Luc;Dompé;Dompé;Jean-Luc Dompé;Hamburger SV;MIDFIELDER;2300000;58;3.82
pl-k00096680;Rasmus;Kristensen;Kristensen;Rasmus Kristensen;Eintracht Frankfurt;DEFENDER;3400000;77;3.66
pl-k00097350;Dimitrios;Giannoulis;Giannoulis;Dimitrios Giannoulis;FC Augsburg;DEFENDER;2100000;80;3.94
pl-k00097452;Alexis;Claude-Maurice;Claude-Maurice;Alexis Claude-Maurice;FC Augsburg;MIDFIELDER;3000000;171;3.35
pl-k00097797;Martin;Terrier;Terrier;Martin Terrier;Bayer 04 Leverkusen;FORWARD;2000000;60;3.58
pl-k00097892;Jan;Olschowsky;Olschowsky;Jan Olschowsky;Bor. Mönchengladbach;GOALKEEPER;500000;0;0.0
pl-k00097916;Ransford;Königsdörffer;Königsdörffer;Ransford Königsdörffer;Hamburger SV;FORWARD;2000000;26;4.42
pl-k00098050;Koki;Machida;Machida;Koki Machida;TSG Hoffenheim;DEFENDER;1800000;-2;5.0
pl-k00098905;Miro;Muheim;Muheim;Miro Muheim;Hamburger SV;DEFENDER;1800000;64;3.93
pl-k00099019;Noah;Katterbach;Katterbach;Noah Katterbach;Hamburger SV;DEFENDER;1400000;0;0.0
pl-k00099583;Alphonso;Davies;Davies;Alphonso Davies;Bayern München;DEFENDER;3200000;37;3.88
pl-k00099747;Ragnar;Ache;Ache;Ragnar Ache;1. FC Köln;FORWARD;2400000;157;3.22
pl-k00099897;Lennard;Maloney;Maloney;Lennard Maloney;1. FSV Mainz 05;MIDFIELDER;1400000;34;4.17
pl-k00099914;Josha;Vagnoman;Vagnoman;Josha Vagnoman;VfB Stuttgart;DEFENDER;1800000;95;3.61
pl-k00099946;Nikolas;Nartey;Nartey;Nikolas Nartey;VfB Stuttgart;MIDFIELDER;1000000;138;3.03
pl-k00100299;Dan-Axel;Zagadou;Zagadou;Dan-Axel Zagadou;VfB Stuttgart;DEFENDER;1600000;14;3.5
pl-k00100305;Anthony;Caci;Caci;Anthony Caci;1. FSV Mainz 05;DEFENDER;3000000;28;3.67
pl-k00100591;Paul;Nebel;Nebel;Paul Nebel;1. FSV Mainz 05;MIDFIELDER;4200000;118;3.58
pl-k00100606;Jan;Thielmann;Thielmann;Jan Thielmann;1. FC Köln;MIDFIELDER;1500000;86;3.76
pl-k00100804;Ozan;Kabak;Kabak;Ozan Kabak;TSG Hoffenheim;DEFENDER;1600000;131;3.23
pl-k00101253;Mads;Pedersen;Pedersen;Mads Pedersen;FC Augsburg;DEFENDER;1000000;6;4.0
pl-k00101451;Benedict;Hollerbach;Hollerbach;Benedict Hollerbach;1. FSV Mainz 05;FORWARD;3300000;39;4.05
pl-k00101460;Keven;Schlotterbeck;K. Schlotterbeck;Keven Schlotterbeck;FC Augsburg;DEFENDER;2000000;79;3.65
pl-k00101614;Diogo Filipe;Monteiro Pinto Leite;Diogo Leite;Diogo Leite;1. FC Union Berlin;DEFENDER;2000000;72;3.72
pl-k00101721;Woo-Yeong;Jeong;Jeong;Woo-Yeong Jeong;1. FC Union Berlin;MIDFIELDER;1700000;50;4.16
pl-k00102731;Josip;Stanisic;Stanisic;Josip Stanisic;Bayern München;DEFENDER;2700000;168;2.96
pl-k00102795;Luca;Philipp;L. Philipp;Luca Philipp;TSG Hoffenheim;GOALKEEPER;800000;0;0.0
pl-k00102800;Christoph;Baumgartner;Baumgartner;Christoph Baumgartner;RB Leipzig;MIDFIELDER;2300000;256;3.17
pl-k00102817;Ritsu;Doan;Doan;Ritsu Doan;Eintracht Frankfurt;MIDFIELDER;4200000;113;3.87
pl-k00103305;Philipp;Treu;Treu;Philipp Treu;SC Freiburg;DEFENDER;2200000;105;3.58
pl-k00103374;Patrick;Osterhage;Osterhage;Patrick Osterhage;SC Freiburg;MIDFIELDER;2200000;44;3.93
pl-k00103853;Min-Jae;Kim;M.-J. Kim;Min-Jae Kim;Bayern München;DEFENDER;3200000;136;3.0
pl-k00104008;Niklas;Tauer;Tauer;Niklas Tauer;1. FSV Mainz 05;MIDFIELDER;600000;0;0.0
pl-k00104317;Angelo;Stiller;Stiller;Angelo Stiller;VfB Stuttgart;MIDFIELDER;4000000;215;3.09
pl-k00104484;Andreas;Hanche-Olsen;Hanche-Olsen;Andreas Hanche-Olsen;1. FSV Mainz 05;DEFENDER;2000000;32;3.73
pl-k00104485;Julian;Ryerson;Ryerson;Julian Ryerson;Borussia Dortmund;DEFENDER;2600000;186;3.17
pl-k00104895;Rocco;Reitz;Reitz;Rocco Reitz;Bor. Mönchengladbach;MIDFIELDER;2700000;117;3.6
pl-k00104978;Adam;Hlozek;Hlozek;Adam Hlozek;TSG Hoffenheim;FORWARD;2600000;10;0.0
pl-k00105006;Albert;Sambi Lokonga;Sambi Lokonga;Albert Sambi Lokonga;Hamburger SV;MIDFIELDER;2000000;137;3.23
pl-k00105180;Jamie;Leweling;Leweling;Jamie Leweling;VfB Stuttgart;FORWARD;3300000;213;3.11
pl-k00105274;Lasse;Rieß;Rieß;Lasse Rieß;1. FSV Mainz 05;GOALKEEPER;800000;14;3.5
pl-k00105275;Stanley;Nsoki;Nsoki;Stanley Nsoki;1. FC Union Berlin;DEFENDER;1400000;21;4.27
pl-k00105465;Cameron;Puertas;Puertas;Cameron Puertas;Werder Bremen;MIDFIELDER;2200000;70;3.91
pl-k00105841;Karim;Adeyemi;Adeyemi;Karim Adeyemi;Borussia Dortmund;FORWARD;3300000;133;3.31
pl-k00105845;Noah;Atubolu;Atubolu;Noah Atubolu;SC Freiburg;GOALKEEPER;3200000;215;3.03
pl-k00106205;Yukinari;Sugawara;Sugawara;Yukinari Sugawara;Werder Bremen;DEFENDER;1800000;94;3.77
pl-k00106313;Shuto;Machino;Machino;Shuto Machino;Bor. Mönchengladbach;FORWARD;2300000;29;4.6
pl-k00106358;Hiroki;Ito;H. Ito;Hiroki Ito;Bayern München;DEFENDER;2400000;63;3.5
pl-k00106928;Felix;Nmecha;F. Nmecha;Felix Nmecha;Borussia Dortmund;MIDFIELDER;2600000;175;3.08
pl-k00107692;Jamal;Musiala;Musiala;Jamal Musiala;Bayern München;MIDFIELDER;6000000;81;3.27
pl-k00107842;Wouter;Burger;Burger;Wouter Burger;TSG Hoffenheim;MIDFIELDER;2000000;201;3.12
pl-k00107843;Ramon;Hendriks;Hendriks;Ramon Hendriks;VfB Stuttgart;DEFENDER;1800000;139;3.24
pl-k00109674;Malik;Tillman;Tillman;Malik Tillman;Bayer 04 Leverkusen;MIDFIELDER;3500000;86;3.87
pl-k00110187;Nicolai;Remberg;Remberg;Nicolai Remberg;Hamburger SV;MIDFIELDER;1700000;116;3.64
pl-k00110422;Ayman;Azhil;Azhil;Ayman Azhil;Borussia Dortmund;MIDFIELDER;500000;0;0.0
pl-k00110959;Yannik;Engelhardt;Engelhardt;Yannik Engelhardt;Bor. Mönchengladbach;MIDFIELDER;1800000;99;3.82
pl-k00111315;Valentin;Gendrey;Gendrey;Valentin Gendrey;TSG Hoffenheim;DEFENDER;1500000;23;0.0
pl-k00111919;Max;Rosenfelder;Rosenfelder;Max Rosenfelder;SC Freiburg;DEFENDER;2000000;22;4.0
pl-k00111928;Armindo;Sieb;Sieb;Armindo Sieb;1. FSV Mainz 05;FORWARD;1500000;38;4.25
pl-k00111937;Tim;Lemperle;Lemperle;Tim Lemperle;TSG Hoffenheim;FORWARD;1800000;161;3.23
pl-k00112730;Jens;Castrop;Castrop;Jens Castrop;Bor. Mönchengladbach;MIDFIELDER;1600000;81;3.71
pl-k00112775;Johan;Bakayoko;Bakayoko;Johan Bakayoko;RB Leipzig;FORWARD;3000000;54;3.72
pl-k00112924;Maarten;Vandevoordt;Vandevoordt;Maarten Vandevoordt;RB Leipzig;GOALKEEPER;2400000;81;2.92
pl-k00113079;Han-Noah;Massengo;Massengo;Han-Noah Massengo;FC Augsburg;MIDFIELDER;1500000;125;3.59
pl-k00113185;Joe;Scally;Scally;Joe Scally;Bor. Mönchengladbach;DEFENDER;1600000;88;3.92
pl-k00114601;Edmond;Tapsoba;Tapsoba;Edmond Tapsoba;Bayer 04 Leverkusen;DEFENDER;3000000;201;3.09
pl-k00114616;Andras;Schäfer;Schäfer;Andras Schäfer;1. FC Union Berlin;MIDFIELDER;1600000;78;3.68
pl-k00114736;Maximilian;Beier;Beier;Maximilian Beier;Borussia Dortmund;FORWARD;3500000;175;3.39
pl-k00115533;Igor;Matanovic;Matanovic;Igor Matanovic;SC Freiburg;FORWARD;2000000;150;3.35
pl-k00115537;Valentin;Lässig;Lässig;Valentin Lässig;TSG Hoffenheim;MIDFIELDER;500000;0;0.0
pl-k00115737;Luis Fernando;Diaz Marulanda;Luis Diaz;Luis Diaz;Bayern München;FORWARD;5800000;287;2.89
pl-k00116302;Nicolas;Capaldo;Capaldo;Nicolas Capaldo;Hamburger SV;MIDFIELDER;1700000;124;3.35
